"Protein","Prediction"
"4104_Hemolytik_Amidation_Free_0.41%","hemolytic"
"4105_Hemolytik_Amidation_Free_0.54%","hemolytic"
"4106_Hemolytik_Amidation_Free_0.81%","hemolytic"
"4107_Hemolytik_Amidation_Free_1.08%","hemolytic"
"4108_Hemolytik_Amidation_Free_1.36%","hemolytic"
"4109_Hemolytik_Amidation_Free_2.17%","hemolytic"
"4168_Hemolytik_Free_Free_0%","non-hemolytic"
"4169_Hemolytik_Free_Free_13%","hemolytic"
"4170_Hemolytik_Free_Free_1%","hemolytic"
"4171_Hemolytik_Free_Free_0%","hemolytic"
"4172_Hemolytik_Free_Free_0%","non-hemolytic"
"4173_Hemolytik_Free_Free_44%","hemolytic"
"4174_Hemolytik_Free_Free_31%","hemolytic"
"4175_Hemolytik_Free_Free_12%","hemolytic"
"4176_Hemolytik_Free_Free_4%","hemolytic"
"4177_Hemolytik_Free_Free_0%","hemolytic"
"4178_Hemolytik_Free_Free_44%","hemolytic"
"4179_Hemolytik_Free_Free_43%","hemolytic"
"4180_Hemolytik_Free_Free_30%","hemolytic"
"4181_Hemolytik_Free_Free_29%","hemolytic"
"4182_Hemolytik_Free_Free_13%","hemolytic"
"4183_Hemolytik_Free_Free_0%","hemolytic"
"4184_Hemolytik_Free_Free_0%","non-hemolytic"
"4191_Hemolytik_Amidation_Free_0%","non-hemolytic"
"1083_Hemolytik_Amidation_Acetylation_MHC","non-hemolytic"
"1084_Hemolytik_Amidation_Acetylation_MHC","non-hemolytic"
"1082_Hemolytik_Amidation_Acetylation_MHC","hemolytic"
"1137_Hemolytik_Amidation_Acetylation_MHC>1000.0μg/ml","non-hemolytic"
"1138_Hemolytik_Amidation_Acetylation_MHC>1000.0μg/ml","non-hemolytic"
"1139_Hemolytik_Amidation_Acetylation_MHC","non-hemolytic"
"1141_Hemolytik_Amidation_Acetylation_MHC","hemolytic"
"1142_Hemolytik_Amidation_Acetylation_MHC","hemolytic"
"1145_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"1496_Hemolytik_Amidation_Free_MHC","hemolytic"
"1497_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"1498_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"1499_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"1500_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"1559_Hemolytik_Amidation_Free_MHC","hemolytic"
"1560_Hemolytik_Amidation_Free_MHC","hemolytic"
"2716_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2717_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2718_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2719_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2720_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2721_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2722_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2724_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2725_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2726_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2727_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2728_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2729_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2730_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2731_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"2952_Hemolytik_Free_Free_MHC","non-hemolytic"
"2958_Hemolytik_Free_Free_MHC","non-hemolytic"
"2959_Hemolytik_Free_Free_MHC","non-hemolytic"
"3941_Hemolytik_Free_Free_MHC","non-hemolytic"
"3942_Hemolytik_Free_Free_MHC","hemolytic"
"3950_Hemolytik_Free_Free_MHC","non-hemolytic"
"3958_Hemolytik_Free_Free_MHC","non-hemolytic"
"3961_Hemolytik_Free_Free_MHC","non-hemolytic"
"3981_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"3982_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"3983_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"4189_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"4190_Hemolytik_Amidation_Free_MHC","non-hemolytic"
"8198_DBASSP_#_#_Nonhemo","non-hemolytic"
"8212_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8228_DBASSP_AMD_C10_Nonhemo","non-hemolytic"
"8230_DBASSP_AMD_C14_Nonhemo","non-hemolytic"
"8231_DBASSP_AMD_C16_Nonhemo","non-hemolytic"
"8232_DBASSP_AMD_C18_Nonhemo","non-hemolytic"
"8233_DBASSP_AMD_C10_Nonhemo","non-hemolytic"
"8234_DBASSP_AMD_C12_Nonhemo","non-hemolytic"
"8235_DBASSP_AMD_C14_Nonhemo","non-hemolytic"
"8236_DBASSP_AMD_C16_Nonhemo","non-hemolytic"
"8237_DBASSP_AMD_C18_Nonhemo","non-hemolytic"
"55_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9572_DBASSP_AMD_#_Nonhemo","hemolytic"
"8288_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8289_DBASSP_AMD_#_Nonhemo","hemolytic"
"8290_DBASSP_AMD_#_Nonhemo","hemolytic"
"8291_DBASSP_AMD_#_Nonhemo","hemolytic"
"8292_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8293_DBASSP_#_#_Nonhemo","non-hemolytic"
"8294_DBASSP_#_#_Nonhemo","non-hemolytic"
"8295_DBASSP_#_#_Nonhemo","non-hemolytic"
"118_DBASSP_AMD_#_Nonhemo","hemolytic"
"119_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"124_DBASSP_AMD_#_Nonhemo","hemolytic"
"142_DBASSP_#_#_Nonhemo","non-hemolytic"
"8343_DBASSP_#_#_Nonhemo","non-hemolytic"
"8344_DBASSP_#_#_Nonhemo","non-hemolytic"
"10950_DBASSP_#_#_Nonhemo","non-hemolytic"
"8386_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"230_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"231_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"232_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"233_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"236_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"237_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"239_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"241_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"242_DBASSP_AMD_#_Nonhemo","hemolytic"
"243_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"248_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"249_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"250_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8450_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"263_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"264_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"265_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"266_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"267_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"268_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"8480_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8486_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8487_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8488_DBASSP_AMD_#_Nonhemo","hemolytic"
"8489_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8491_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8492_DBASSP_AMD_#_Nonhemo","hemolytic"
"8493_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8494_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8495_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8496_DBASSP_AMD_#_Nonhemo","hemolytic"
"8497_DBASSP_#_#_Nonhemo","hemolytic"
"8498_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8499_DBASSP_#_#_Nonhemo","non-hemolytic"
"8500_DBASSP_AMD_#_Nonhemo","hemolytic"
"8501_DBASSP_#_#_Nonhemo","hemolytic"
"316_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"317_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"318_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"319_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"320_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"321_DBASSP_AMD_#_Nonhemo","hemolytic"
"322_DBASSP_AMD_#_Nonhemo","hemolytic"
"323_DBASSP_AMD_#_Nonhemo","hemolytic"
"324_DBASSP_AMD_#_Nonhemo","hemolytic"
"325_DBASSP_AMD_#_Nonhemo","hemolytic"
"326_DBASSP_AMD_#_Nonhemo","hemolytic"
"347_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"348_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"349_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"350_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"351_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"8585_DBASSP_AMD_#_Nonhemo","hemolytic"
"8586_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8587_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8588_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8589_DBASSP_#_#_Nonhemo","hemolytic"
"8596_DBASSP_AMD_#_Nonhemo","hemolytic"
"8598_DBASSP_AMD_#_Nonhemo","hemolytic"
"8600_DBASSP_AMD_#_Nonhemo","hemolytic"
"8608_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8611_DBASSP_#_#_Nonhemo","hemolytic"
"421_DBASSP_#_#_Nonhemo","non-hemolytic"
"8620_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8621_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8624_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8625_DBASSP_AMD_#_Nonhemo","hemolytic"
"8626_DBASSP_AMD_#_Nonhemo","hemolytic"
"1438_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1442_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"1443_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"476_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"477_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"479_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"480_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"481_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"482_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"485_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"486_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"487_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"492_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"494_DBASSP_AMD_#_Nonhemo","hemolytic"
"8746_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8764_DBASSP_#_#_Nonhemo","hemolytic"
"8769_DBASSP_#_#_Nonhemo","hemolytic"
"8770_DBASSP_#_#_Nonhemo","non-hemolytic"
"8771_DBASSP_#_#_Nonhemo","non-hemolytic"
"621_DBASSP_AMD_#_Nonhemo","hemolytic"
"622_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"623_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"624_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8819_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"628_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8822_DBASSP_AMD_#_Nonhemo","hemolytic"
"8823_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8824_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8825_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"635_DBASSP_#_#_Nonhemo","non-hemolytic"
"8829_DBASSP_#_#_Nonhemo","hemolytic"
"8830_DBASSP_#_#_Nonhemo","hemolytic"
"8831_DBASSP_#_#_Nonhemo","hemolytic"
"8832_DBASSP_#_#_Nonhemo","hemolytic"
"8833_DBASSP_#_#_Nonhemo","hemolytic"
"644_DBASSP_#_#_Nonhemo","non-hemolytic"
"8840_DBASSP_#_#_Nonhemo","non-hemolytic"
"8841_DBASSP_#_#_Nonhemo","non-hemolytic"
"8842_DBASSP_#_#_Nonhemo","non-hemolytic"
"8843_DBASSP_#_#_Nonhemo","non-hemolytic"
"653_DBASSP_#_#_Nonhemo","non-hemolytic"
"655_DBASSP_#_#_Nonhemo","non-hemolytic"
"7387_DBASSP_#_#_Nonhemo","non-hemolytic"
"8861_DBASSP_AMD_#_Nonhemo","hemolytic"
"8862_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"8866_DBASSP_AMD_#_Nonhemo","hemolytic"
"8867_DBASSP_AMD_#_Nonhemo","hemolytic"
"8869_DBASSP_AMD_#_Nonhemo","hemolytic"
"8870_DBASSP_#_#_Nonhemo","non-hemolytic"
"8873_DBASSP_#_#_Nonhemo","hemolytic"
"684_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9672_DBASSP_#_#_Nonhemo","non-hemolytic"
"690_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"691_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"692_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"696_DBASSP_#_#_Nonhemo","non-hemolytic"
"1483_DBASSP_#_#_Nonhemo","non-hemolytic"
"718_DBASSP_#_#_Nonhemo","non-hemolytic"
"757_DBASSP_#_#_Nonhemo","non-hemolytic"
"8959_DBASSP_#_#_Nonhemo","hemolytic"
"7391_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"8976_DBASSP_#_#_Nonhemo","hemolytic"
"8977_DBASSP_#_#_Nonhemo","hemolytic"
"8978_DBASSP_#_#_Nonhemo","hemolytic"
"8979_DBASSP_#_#_Nonhemo","hemolytic"
"8980_DBASSP_#_#_Nonhemo","hemolytic"
"8985_DBASSP_#_#_Nonhemo","hemolytic"
"8987_DBASSP_#_#_Nonhemo","non-hemolytic"
"8988_DBASSP_#_#_Nonhemo","non-hemolytic"
"8989_DBASSP_#_#_Nonhemo","hemolytic"
"8992_DBASSP_#_#_Nonhemo","non-hemolytic"
"8993_DBASSP_#_#_Nonhemo","non-hemolytic"
"8996_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8999_DBASSP_AMD_#_Nonhemo","hemolytic"
"9003_DBASSP_AMD_#_Nonhemo","hemolytic"
"9005_DBASSP_AMD_#_Nonhemo","hemolytic"
"1502_DBASSP_#_#_Nonhemo","non-hemolytic"
"823_DBASSP_#_#_Nonhemo","hemolytic"
"1503_DBASSP_#_#_Nonhemo","non-hemolytic"
"847_DBASSP_AMD_#_Nonhemo","hemolytic"
"849_DBASSP_#_#_Nonhemo","non-hemolytic"
"850_DBASSP_#_#_Nonhemo","non-hemolytic"
"852_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11066_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"867_DBASSP_#_#_Nonhemo","non-hemolytic"
"868_DBASSP_#_#_Nonhemo","non-hemolytic"
"869_DBASSP_#_#_Nonhemo","non-hemolytic"
"870_DBASSP_#_#_Nonhemo","non-hemolytic"
"872_DBASSP_#_#_Nonhemo","non-hemolytic"
"874_DBASSP_#_#_Nonhemo","non-hemolytic"
"889_DBASSP_#_#_Nonhemo","non-hemolytic"
"890_DBASSP_#_#_Nonhemo","non-hemolytic"
"891_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"892_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"893_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"894_DBASSP_AMD_#_Nonhemo","hemolytic"
"895_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"896_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"897_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"898_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"916_DBASSP_#_#_Nonhemo","non-hemolytic"
"918_DBASSP_#_#_Nonhemo","non-hemolytic"
"928_DBASSP_AMD_#_Nonhemo","hemolytic"
"929_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"930_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"931_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"934_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"935_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"936_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"938_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"939_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"940_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"942_DBASSP_AMD_#_Nonhemo","hemolytic"
"945_DBASSP_AMD_#_Nonhemo","hemolytic"
"946_DBASSP_AMD_#_Nonhemo","hemolytic"
"9185_DBASSP_AMD_#_Nonhemo","hemolytic"
"1003_DBASSP_#_#_Nonhemo","non-hemolytic"
"1014_DBASSP_#_#_Nonhemo","non-hemolytic"
"1015_DBASSP_#_#_Nonhemo","non-hemolytic"
"1016_DBASSP_#_#_Nonhemo","non-hemolytic"
"1017_DBASSP_#_#_Nonhemo","non-hemolytic"
"1018_DBASSP_#_#_Nonhemo","non-hemolytic"
"2901_DBASSP_#_#_Nonhemo","non-hemolytic"
"1027_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9226_DBASSP_AMD_#_Nonhemo","hemolytic"
"2903_DBASSP_#_#_Nonhemo","non-hemolytic"
"1036_DBASSP_AMD_#_Nonhemo","hemolytic"
"1037_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"9231_DBASSP_#_#_Nonhemo","non-hemolytic"
"9232_DBASSP_#_#_Nonhemo","non-hemolytic"
"9233_DBASSP_#_#_Nonhemo","non-hemolytic"
"1042_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1043_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1045_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1046_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1047_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9240_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9241_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9242_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9243_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1052_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1055_DBASSP_AMD_#_Nonhemo","hemolytic"
"1057_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1059_DBASSP_#_#_Nonhemo","hemolytic"
"1061_DBASSP_#_#_Nonhemo","hemolytic"
"9740_DBASSP_#_#_Nonhemo","non-hemolytic"
"1121_DBASSP_#_#_Nonhemo","non-hemolytic"
"1133_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9326_DBASSP_#_#_Nonhemo","non-hemolytic"
"9327_DBASSP_#_#_Nonhemo","non-hemolytic"
"9328_DBASSP_#_#_Nonhemo","hemolytic"
"9330_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9331_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9332_DBASSP_AMD_#_Nonhemo","hemolytic"
"9333_DBASSP_#_#_Nonhemo","non-hemolytic"
"9334_DBASSP_#_#_Nonhemo","non-hemolytic"
"9335_DBASSP_#_#_Nonhemo","non-hemolytic"
"9336_DBASSP_AMD_#_Nonhemo","hemolytic"
"9337_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9339_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9340_DBASSP_#_#_Nonhemo","non-hemolytic"
"9341_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9342_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1156_DBASSP_#_#_Nonhemo","non-hemolytic"
"1160_DBASSP_#_#_Nonhemo","non-hemolytic"
"1163_DBASSP_AMD_#_Nonhemo","hemolytic"
"1190_DBASSP_#_#_Nonhemo","non-hemolytic"
"1191_DBASSP_#_#_Nonhemo","non-hemolytic"
"1192_DBASSP_#_#_Nonhemo","non-hemolytic"
"1193_DBASSP_#_#_Nonhemo","non-hemolytic"
"1216_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1217_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9437_DBASSP_#_#_Nonhemo","non-hemolytic"
"1273_DBASSP_#_#_Nonhemo","hemolytic"
"9777_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1339_DBASSP_#_#_Nonhemo","non-hemolytic"
"8418_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1361_DBASSP_#_#_Nonhemo","hemolytic"
"8419_DBASSP_AMD_#_Nonhemo","hemolytic"
"8420_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1372_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"8229_DBASSP_AMD_C12_Nonhemo","non-hemolytic"
"9570_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9573_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9574_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1439_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"245_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1476_DBASSP_#_#_Nonhemo","non-hemolytic"
"1482_DBASSP_#_#_Nonhemo","non-hemolytic"
"9681_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"9682_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"1491_DBASSP_#_#_Nonhemo","non-hemolytic"
"1492_DBASSP_#_#_Nonhemo","non-hemolytic"
"1494_DBASSP_#_#_Nonhemo","non-hemolytic"
"1497_DBASSP_#_#_Nonhemo","non-hemolytic"
"1499_DBASSP_#_#_Nonhemo","non-hemolytic"
"1504_DBASSP_#_#_Nonhemo","non-hemolytic"
"1505_DBASSP_#_#_Nonhemo","non-hemolytic"
"1507_DBASSP_#_#_Nonhemo","non-hemolytic"
"9703_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"1517_DBASSP_#_#_Nonhemo","non-hemolytic"
"1518_DBASSP_#_#_Nonhemo","non-hemolytic"
"1519_DBASSP_#_#_Nonhemo","non-hemolytic"
"1520_DBASSP_#_#_Nonhemo","non-hemolytic"
"1521_DBASSP_#_#_Nonhemo","non-hemolytic"
"1524_DBASSP_#_#_Nonhemo","non-hemolytic"
"1526_DBASSP_#_#_Nonhemo","non-hemolytic"
"9738_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1548_DBASSP_#_#_Nonhemo","non-hemolytic"
"9741_DBASSP_#_#_Nonhemo","hemolytic"
"1560_DBASSP_AMD_#_Nonhemo","hemolytic"
"9758_DBASSP_#_#_Nonhemo","hemolytic"
"9760_DBASSP_#_#_Nonhemo","non-hemolytic"
"9764_DBASSP_AMD_#_Nonhemo","hemolytic"
"9770_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9771_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9772_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9773_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9774_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9775_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9776_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9778_DBASSP_AMD_#_Nonhemo","hemolytic"
"1640_DBASSP_AMD_#_Nonhemo","hemolytic"
"7147_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9847_DBASSP_#_#_Nonhemo","hemolytic"
"1484_DBASSP_#_#_Nonhemo","non-hemolytic"
"9871_DBASSP_AMD_#_Nonhemo","hemolytic"
"9872_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9873_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9874_DBASSP_AMD_#_Nonhemo","hemolytic"
"1684_DBASSP_AMD_#_Nonhemo","hemolytic"
"9878_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9884_DBASSP_#_#_Nonhemo","hemolytic"
"9890_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9892_DBASSP_AMD_#_Nonhemo","hemolytic"
"9894_DBASSP_AMD_#_Nonhemo","hemolytic"
"9906_DBASSP_#_#_Nonhemo","non-hemolytic"
"9908_DBASSP_#_#_Nonhemo","hemolytic"
"9909_DBASSP_#_#_Nonhemo","hemolytic"
"1718_DBASSP_#_#_Nonhemo","non-hemolytic"
"9911_DBASSP_#_#_Nonhemo","hemolytic"
"1755_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1766_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9964_DBASSP_AMD_#_Nonhemo","hemolytic"
"9966_DBASSP_AMD_#_Nonhemo","hemolytic"
"1776_DBASSP_#_#_Nonhemo","non-hemolytic"
"1781_DBASSP_#_#_Nonhemo","non-hemolytic"
"1783_DBASSP_AMD_#_Nonhemo","hemolytic"
"3060_DBASSP_#_#_Nonhemo","non-hemolytic"
"9988_DBASSP_#_#_Nonhemo","non-hemolytic"
"9989_DBASSP_#_#_Nonhemo","non-hemolytic"
"9990_DBASSP_#_#_Nonhemo","non-hemolytic"
"9993_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"9994_DBASSP_#_#_Nonhemo","non-hemolytic"
"11223_DBASSP_AMD_#_Nonhemo","hemolytic"
"10012_DBASSP_AMD_C5_Nonhemo","non-hemolytic"
"10017_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10018_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10019_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"3036_DBASSP_#_#_Nonhemo","non-hemolytic"
"10035_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3038_DBASSP_#_#_Nonhemo","non-hemolytic"
"10040_DBASSP_#_#_Nonhemo","non-hemolytic"
"3062_DBASSP_#_#_Nonhemo","non-hemolytic"
"10047_DBASSP_AMD_#_Nonhemo","hemolytic"
"10048_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3040_DBASSP_#_#_Nonhemo","non-hemolytic"
"10071_DBASSP_AMD_#_Nonhemo","hemolytic"
"10072_DBASSP_#_#_Nonhemo","non-hemolytic"
"10074_DBASSP_#_#_Nonhemo","non-hemolytic"
"10075_DBASSP_#_#_Nonhemo","non-hemolytic"
"9875_DBASSP_AMD_#_Nonhemo","hemolytic"
"1947_DBASSP_#_#_Nonhemo","non-hemolytic"
"1948_DBASSP_#_#_Nonhemo","non-hemolytic"
"10158_DBASSP_AMD_#_Nonhemo","hemolytic"
"10159_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10160_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10161_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10162_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10163_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10164_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10165_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10167_DBASSP_AMD_#_Nonhemo","hemolytic"
"10168_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10181_DBASSP_#_#_Nonhemo","hemolytic"
"10183_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3064_DBASSP_#_#_Nonhemo","non-hemolytic"
"3067_DBASSP_#_#_Nonhemo","non-hemolytic"
"2022_DBASSP_AMD_#_Nonhemo","hemolytic"
"2024_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2028_DBASSP_#_#_Nonhemo","non-hemolytic"
"10224_DBASSP_#_#_Nonhemo","hemolytic"
